0.004,-0.054454721,-0.025690009,-0.017705117,-0.01202055,-0.007804336,-0.007072066,-0.01194414
0.008,-0.070646024,-0.035134679,-0.023194513,-0.01583566,-0.01422292,-0.009226571,-0.015615127
0.012,-0.085450089,-0.043507947,-0.02833558,-0.019385485,-0.017561079,-0.012596921,-0.021122887
0.016,-0.098706139,-0.052164502,-0.033718345,-0.022806607,-0.02107047,-0.014747646,-0.024471544
0.02,-0.108622925,-0.059006939,-0.038316301,-0.026104281,-0.024150897,-0.016517867,-0.027403218
0.024,-0.116478438,-0.064434764,-0.041877797,-0.028778141,-0.026101539,-0.019112092,-0.030373264
0.028,-0.12271379,-0.070267541,-0.04588999,-0.03157939,-0.028911877,-0.020577407,-0.032647485
0.032,-0.128841956,-0.074369735,-0.048605543,-0.033578218,-0.030640093,-0.021058706,-0.035520321
0.036,-0.133735419,-0.078186827,-0.051734826,-0.035917189,-0.032820223,-0.02277349,-0.036037073
0.04,-0.137194236,-0.081635284,-0.054537105,-0.03711097,-0.034730264,-0.02389232,-0.039025027
0.044,-0.14006559,-0.085570412,-0.056918545,-0.039734925,-0.036816834,-0.025740658,-0.03966713
0.048,-0.142021738,-0.08800921,-0.059689546,-0.041485542,-0.038356164,-0.026085883,-0.042846947
0.052,-0.145536209,-0.091448588,-0.061116988,-0.043274244,-0.038896342,-0.028264326,-0.044243713
0.056,-0.147146064,-0.09369853,-0.064281815,-0.044726744,-0.041194747,-0.029229443,-0.044798838
0.06,-0.150545104,-0.097321317,-0.065693617,-0.045986189,-0.042836464,-0.029921153,-0.047410739
0.064,-0.1525466,-0.098025899,-0.067840468,-0.047313926,-0.044049216,-0.030985805,-0.048211449
0.068,-0.154426482,-0.101612367,-0.070634217,-0.049672597,-0.045788024,-0.032206691,-0.050081478
0.072,-0.156974216,-0.10266924,-0.071846974,-0.050402786,-0.046171092,-0.032403243,-0.051925925
0.076,-0.158239837,-0.105335031,-0.074399024,-0.051215713,-0.047934614,-0.033969353,-0.053284319
0.08,-0.160276376,-0.10632653,-0.075871962,-0.053726725,-0.049392741,-0.035097003,-0.055231093
0.084,-0.160997821,-0.108463884,-0.07672075,-0.054164051,-0.050420138,-0.035214178,-0.056300412
0.088,-0.162867396,-0.109106724,-0.078991293,-0.055887089,-0.051798828,-0.035864309,-0.057500198
0.092,-0.163951626,-0.111102435,-0.080502619,-0.056521408,-0.052792685,-0.036834466,-0.056904142
0.096,-0.164532905,-0.111995874,-0.081280319,-0.058063211,-0.053264016,-0.036825646,-0.0598307
0.1,-0.164137141,-0.112918368,-0.082511559,-0.05892079,-0.05442381,-0.038142288,-0.061004904
0.104,-0.163085891,-0.114917711,-0.083442808,-0.05976261,-0.055892529,-0.038684064,-0.062967028
0.108,-0.162125338,-0.114812387,-0.083734268,-0.060456027,-0.056300311,-0.03923214,-0.061795381
0.112,-0.16141626,-0.115277266,-0.084435194,-0.061467261,-0.057117639,-0.039526967,-0.062437484
0.116,-0.159550807,-0.11614165,-0.084914325,-0.06127946,-0.057043497,-0.03990747,-0.063422384
0.12,-0.157015441,-0.115602318,-0.085721882,-0.062457482,-0.057973803,-0.04034089,-0.064862639
0.124,-0.155723023,-0.115693115,-0.085942254,-0.062802878,-0.058992374,-0.040400108,-0.065694047
0.128,-0.151957076,-0.114930423,-0.086518065,-0.063607925,-0.059375441,-0.040526102,-0.065947307
0.132,-0.149965886,-0.114995796,-0.086495317,-0.064173953,-0.059567858,-0.04125309,-0.066428244
0.136,-0.146597765,-0.11422584,-0.087236051,-0.063892909,-0.060160994,-0.04169911,-0.067605007
0.14,-0.144555043,-0.113183495,-0.086755498,-0.064532482,-0.060376359,-0.041605874,-0.068131992
0.144,-0.140980795,-0.111592737,-0.086808103,-0.065010519,-0.060600551,-0.042728485,-0.067817336
0.148,-0.138247547,-0.110494097,-0.086751233,-0.065663225,-0.06136492,-0.042274905,-0.06847223
0.152,-0.135285497,-0.108478411,-0.087041271,-0.065811627,-0.06166855,-0.042907397,-0.069004331
0.156,-0.131395874,-0.107038376,-0.087203351,-0.065655345,-0.062055148,-0.042751164,-0.070068534
0.16,-0.127986528,-0.105349558,-0.087139372,-0.065952149,-0.062026903,-0.043628085,-0.069866437
0.164,-0.124937904,-0.103738825,-0.086833694,-0.066269965,-0.062413501,-0.043660843,-0.070697846
0.168,-0.121035914,-0.100711664,-0.087027053,-0.066825487,-0.06289719,-0.043340817,-0.07084622
0.172,-0.118863331,-0.098082193,-0.086982979,-0.066657386,-0.062992515,-0.043989689,-0.070569937
0.176,-0.115014934,-0.095409139,-0.085746052,-0.066153082,-0.063543285,-0.043412634,-0.07126832
0.18,-0.111380909,-0.094719084,-0.085366443,-0.066721737,-0.063370287,-0.044431929,-0.071160876
0.184,-0.108608496,-0.091183462,-0.084865985,-0.066748003,-0.062823048,-0.043912832,-0.072271126
0.188,-0.105823716,-0.088873595,-0.083634745,-0.066711231,-0.064196441,-0.044661239,-0.072066472
0.192,-0.102624619,-0.08645114,-0.082716292,-0.066072972,-0.06394577,-0.043998508,-0.071805537
0.196,-0.099600731,-0.08375811,-0.08215612,-0.06612813,-0.06345502,-0.044269396,-0.072846716
0.2,-0.096096567,-0.081470034,-0.081284584,-0.065969222,-0.062958975,-0.044440749,-0.072908113
0.204,-0.093313847,-0.078782453,-0.079687953,-0.066048019,-0.064182319,-0.04441555,-0.072601131
0.208,-0.090310572,-0.076410844,-0.078126866,-0.066078225,-0.064014617,-0.044685178,-0.072882531
0.212,-0.087602059,-0.073835851,-0.07723116,-0.066363209,-0.063931648,-0.043805737,-0.073330212
0.216,-0.085707749,-0.072243277,-0.075809405,-0.065815567,-0.063730405,-0.044307195,-0.073511843
0.22,-0.082778679,-0.069501218,-0.073850227,-0.064926469,-0.063550346,-0.044609581,-0.073330212
0.224,-0.079756852,-0.067928619,-0.07245975,-0.065007893,-0.06305077,-0.044594462,-0.073442772
0.228,-0.077068952,-0.064738024,-0.071136096,-0.065179934,-0.063589182,-0.044276956,-0.072818576
0.232,-0.073552419,-0.062687836,-0.069657471,-0.064813526,-0.063760415,-0.044570523,-0.074266506
0.236,-0.071928136,-0.06110979,-0.068079323,-0.06469927,-0.063730405,-0.044830071,-0.074309995
0.24,-0.069910149,-0.05962254,-0.065568503,-0.064239618,-0.062913077,-0.044355072,-0.074143713
0.244,-0.066991386,-0.056397442,-0.064298876,-0.063291422,-0.062551193,-0.045146317,-0.073639752
0.248,-0.064936296,-0.05532241,-0.062221691,-0.063907355,-0.062789507,-0.044234118,-0.073793243
0.252,-0.062736918,-0.05433999,-0.060396158,-0.063182419,-0.062923669,-0.044763294,-0.074553022
0.256,-0.061708342,-0.05183945,-0.059294298,-0.062344539,-0.062540602,-0.044544064,-0.074340693
0.26,-0.059290468,-0.050512002,-0.057639375,-0.062519207,-0.062487643,-0.045725892,-0.073453005
0.264,-0.056899391,-0.048943036,-0.055684461,-0.061676074,-0.061315492,-0.044847711,-0.073747196
0.268,-0.056627303,-0.046778443,-0.053861771,-0.061539492,-0.060872405,-0.045194195,-0.073808592
0.272,-0.0542589,-0.045151367,-0.052417268,-0.061364824,-0.061573224,-0.044891809,-0.074299762
0.276,-0.051981193,-0.043762178,-0.050972765,-0.060155284,-0.06093419,-0.045001424,-0.074706513
0.28,-0.050402258,-0.041655695,-0.049654798,-0.059821708,-0.060704703,-0.044371452,-0.074258831
0.284,-0.04904594,-0.040914795,-0.048584216,-0.059305584,-0.059936803,-0.044788493,-0.073685799
0.288,-0.046951686,-0.039921479,-0.047060095,-0.057828132,-0.059811467,-0.044493666,-0.07337626
0.292,-0.045762331,-0.03928227,-0.044564914,-0.057736202,-0.059977404,-0.044995124,-0.073706265
0.296,-0.04449877,-0.037731463,-0.043851193,-0.055984272,-0.059437226,-0.044445788,-0.073516959
0.3,-0.042484906,-0.035657668,-0.042890087,-0.055746566,-0.058909405,-0.044631,-0.074113015
0.304,-0.041736664,-0.035094728,-0.041404353,-0.054785238,-0.058685214,-0.044540284,-0.07343254
0.308,-0.040491655,-0.033213421,-0.039836157,-0.053380016,-0.058531634,-0.04395441,-0.072611364
0.312,-0.039438344,-0.032305455,-0.039094001,-0.053209289,-0.057331239,-0.044007328,-0.07417697
0.316,-0.03873545,-0.031620848,-0.037757551,-0.051600507,-0.057329473,-0.044460908,-0.07361417
0.32,-0.038302583,-0.029792203,-0.036106893,-0.050436932,-0.057274749,-0.043546188,-0.073588588
0.324,-0.035991895,-0.02985576,-0.035322084,-0.049232644,-0.056558043,-0.044045126,-0.073153698
0.328,-0.035157079,-0.028021668,-0.0344278,-0.048614084,-0.05645036,-0.043580207,-0.07344533
0.332,-0.035342594,-0.027547709,-0.03335011,-0.047566078,-0.055908417,-0.043616745,-0.072189264
0.336,-0.033013355,-0.026993849,-0.031453489,-0.045626348,-0.055149343,-0.043587766,-0.07249113
0.34,-0.032040434,-0.025424883,-0.0309445,-0.044813421,-0.054068987,-0.044111903,-0.072567875
0.344,-0.031865226,-0.025942424,-0.029676295,-0.044029386,-0.053429953,-0.044087964,-0.071779956
0.348,-0.030954143,-0.025236026,-0.029155932,-0.043128469,-0.052448454,-0.043914092,-0.071306692
0.352,-0.030102837,-0.02312228,-0.027815217,-0.041158533,-0.052584381,-0.043355937,-0.071930888
0.356,-0.029729746,-0.023109568,-0.026947947,-0.040035669,-0.052328414,-0.043232462,-0.073005324
0.36,-0.028542453,-0.022346876,-0.026033758,-0.039260827,-0.050633738,-0.042639029,-0.071910423
0.364,-0.027021233,-0.022497598,-0.025076917,-0.038802489,-0.049032623,-0.04261131,-0.072043448
0.368,-0.026664633,-0.020872338,-0.024151354,-0.03815635,-0.048314151,-0.04304977,-0.071716001
0.372,-0.026580121,-0.02022405,-0.024846593,-0.036127316,-0.047200254,-0.041884322,-0.071930888
0.376,-0.025512381,-0.020476465,-0.023032433,-0.035520575,-0.04619051,-0.042392079,-0.071588092
0.38,-0.025232048,-0.019946212,-0.022590267,-0.033877649,-0.04529904,-0.042475236,-0.070820638
0.384,-0.023613948,-0.019272501,-0.02205,-0.033136953,-0.044268112,-0.042355541,-0.070685055
0.388,-0.023749992,-0.018083064,-0.022059953,-0.031759311,-0.043915054,-0.041903221,-0.070792498
0.392,-0.023583029,-0.017556444,-0.020827291,-0.031240561,-0.042245093,-0.041968738,-0.070539239
0.396,-0.022818297,-0.017914183,-0.019486576,-0.03086496,-0.041842607,-0.041508859,-0.070882035
0.4,-0.02224114,-0.017358507,-0.019972816,-0.029156368,-0.040728711,-0.041340026,-0.069840856
0.404,-0.020959028,-0.017600026,-0.018374763,-0.028306669,-0.039817822,-0.041520198,-0.07007365
0.408,-0.021381589,-0.016909971,-0.018229744,-0.027769533,-0.038169044,-0.041169934,-0.069229451
0.412,-0.021121869,-0.016230812,-0.017753456,-0.026974992,-0.037826578,-0.041101897,-0.068825258
0.416,-0.019656303,-0.015010505,-0.018226901,-0.026483822,-0.036370216,-0.040630678,-0.067356863
0.42,-0.02016956,-0.015177571,-0.017139258,-0.025077287,-0.035731182,-0.040716354,-0.069155264
0.424,-0.018998757,-0.014423959,-0.017125041,-0.02466754,-0.034943864,-0.040679815,-0.067668961
0.428,-0.018903938,-0.014273236,-0.015920814,-0.023785009,-0.03418126,-0.040475704,-0.067911988
0.432,-0.017766116,-0.013285368,-0.015542627,-0.023426481,-0.032654286,-0.039930149,-0.067633147
0.436,-0.018442213,-0.013428827,-0.015118944,-0.022537383,-0.032786683,-0.040138039,-0.066950113
0.44,-0.017887731,-0.013730272,-0.01488862,-0.021868918,-0.030557125,-0.039320336,-0.066474292
0.444,-0.017087957,-0.0142805,-0.014554507,-0.02108751,-0.031157322,-0.039262378,-0.066423128
0.448,-0.017331187,-0.012466383,-0.014031301,-0.019930501,-0.028564115,-0.039918809,-0.064757753
0.452,-0.01630055,-0.013054745,-0.013303363,-0.019659963,-0.028843031,-0.038522791,-0.066205683
0.456,-0.015950134,-0.013505096,-0.013280615,-0.019025643,-0.028678859,-0.038021333,-0.065420322
0.46,-0.015428631,-0.012907654,-0.012878258,-0.018861482,-0.027003601,-0.038390497,-0.064348444
0.464,-0.015222504,-0.011903443,-0.012535615,-0.017834489,-0.025612555,-0.037965896,-0.064535192
0.468,-0.015729577,-0.012226679,-0.012474479,-0.017549504,-0.024841124,-0.038020073,-0.064381701
0.472,-0.015286404,-0.011445828,-0.011570243,-0.016676166,-0.024800523,-0.037464438,-0.063486338
0.476,-0.014581448,-0.011574759,-0.011500577,-0.01634259,-0.02432213,-0.037212449,-0.06242981
0.48,-0.013938331,-0.011244259,-0.011182104,-0.016711625,-0.023580709,-0.036578697,-0.061877243
0.484,-0.013996046,-0.011140751,-0.011172152,-0.016145597,-0.022717483,-0.036375846,-0.062235388
0.488,-0.013144741,-0.010991845,-0.011614318,-0.015997195,-0.022059031,-0.035999123,-0.062562835
0.492,-0.013482789,-0.010109301,-0.010492553,-0.01471411,-0.021229346,-0.035328833,-0.061595843
0.496,-0.013256049,-0.010436169,-0.011045616,-0.014903224,-0.020544415,-0.034561527,-0.060585363
0.5,-0.012340844,-0.009960394,-0.010944671,-0.013800059,-0.020505578,-0.035423329,-0.060764435
0.504,-0.012930368,-0.009771537,-0.010577858,-0.013324648,-0.019033329,-0.034387655,-0.059196271
0.508,-0.01210792,-0.009008845,-0.01032052,-0.013437591,-0.018779127,-0.03427552,-0.059677209
0.512,-0.011891486,-0.008903521,-0.009763192,-0.012649617,-0.018224827,-0.03337088,-0.059656743
0.516,-0.011372045,-0.008977975,-0.009871246,-0.012338367,-0.017584028,-0.032977777,-0.058756264
0.52,-0.011984244,-0.008369637,-0.009565569,-0.012544553,-0.017222144,-0.032074397,-0.057858343
0.524,-0.011429761,-0.008814541,-0.008726733,-0.011889221,-0.016288307,-0.031523802,-0.05824207
0.528,-0.01134731,-0.008505832,-0.008519157,-0.01203631,-0.016659017,-0.031428046,-0.056888793
0.532,-0.010143526,-0.008249785,-0.00884616,-0.011601611,-0.015252083,-0.029718302,-0.05655623
0.536,-0.011689482,-0.008662002,-0.009470311,-0.011229949,-0.015407428,-0.029815317,-0.056103432
0.54,-0.010629987,-0.008242522,-0.00742014,-0.010871421,-0.014962576,-0.029588527,-0.055172255
0.544,-0.010427982,-0.008155357,-0.008554701,-0.010549665,-0.014628937,-0.027994698,-0.055215744
0.548,-0.010615558,-0.007463486,-0.008443804,-0.010451168,-0.014233512,-0.028599471,-0.053719209
0.552,-0.010568149,-0.007487093,-0.008315846,-0.010095266,-0.013875159,-0.027624275,-0.052890359
0.556,-0.010827869,-0.006635421,-0.007415875,-0.009085346,-0.013686273,-0.027150536,-0.053087339
0.56,-0.009347875,-0.007143882,-0.007155694,-0.009933731,-0.013703926,-0.026080843,-0.05142708
0.564,-0.010708315,-0.007786722,-0.007603546,-0.009149697,-0.013200819,-0.025875472,-0.051381033
0.568,-0.009640576,-0.007979211,-0.007583642,-0.009487212,-0.012247564,-0.025143445,-0.05059823
0.572,-0.008764535,-0.008091799,-0.007087449,-0.008545583,-0.012118698,-0.024586549,-0.048723085
0.576,-0.009360243,-0.00703311,-0.006977974,-0.00905514,-0.011857435,-0.02390366,-0.049329373
0.58,-0.009852887,-0.006749824,-0.006087955,-0.008672972,-0.011486725,-0.023370703,-0.048124471
0.584,-0.009337569,-0.007009503,-0.006281314,-0.008451026,-0.010987149,-0.023021699,-0.046668867
0.588,-0.008622307,-0.00653736,-0.006850016,-0.008389301,-0.010761192,-0.022750811,-0.046210953
0.592,-0.008364648,-0.005925391,-0.006362354,-0.008382735,-0.010565245,-0.022108239,-0.045215821
0.596,-0.008721248,-0.006602734,-0.006124921,-0.007898131,-0.010394012,-0.021324554,-0.044885816
0.6,-0.008754228,-0.00627405,-0.006306906,-0.007213906,-0.010392247,-0.02073868,-0.044146502
0.604,-0.008020415,-0.00578738,-0.006278471,-0.007090457,-0.010146872,-0.020610166,-0.042151122
0.608,-0.007766878,-0.006014371,-0.00572683,-0.007408273,-0.009078873,-0.020002873,-0.041150874
0.612,-0.008234787,-0.005838226,-0.005846257,-0.006544128,-0.009652591,-0.019299824,-0.039288519
0.616,-0.008230665,-0.006063401,-0.006130608,-0.007209966,-0.008432778,-0.018899162,-0.038912467
0.62,-0.007620528,-0.005215361,-0.005402669,-0.006429872,-0.008708163,-0.018572836,-0.038833163
0.624,-0.00770504,-0.004941155,-0.005287507,-0.007217846,-0.008393942,-0.017679536,-0.037421048
0.628,-0.007709163,-0.005257127,-0.005642946,-0.007276944,-0.008777009,-0.017277614,-0.037034763
0.632,-0.007890555,-0.005667528,-0.005719721,-0.006727989,-0.008439839,-0.016577085,-0.036848016
0.636,-0.007185599,-0.005465959,-0.005109788,-0.007009033,-0.009094761,-0.016170123,-0.03564823
0.64,-0.006991839,-0.004619734,-0.004535399,-0.005915062,-0.008009109,-0.015729142,-0.034133788
0.644,-0.006983594,-0.004997449,-0.005556219,-0.005796865,-0.008272137,-0.015448175,-0.033711688
0.648,-0.007465932,-0.006070665,-0.004970456,-0.006332688,-0.007684296,-0.015181067,-0.031690726
0.652,-0.006775406,-0.005013792,-0.004639187,-0.005590679,-0.0071247,-0.01443392,-0.032082128
0.656,-0.006956798,-0.005002896,-0.004002241,-0.005800805,-0.007324177,-0.014823242,-0.031286534
0.66,-0.007185599,-0.00550591,-0.004238252,-0.005526328,-0.007315351,-0.014349503,-0.029682556
0.664,-0.007692672,-0.004676028,-0.004296544,-0.005199318,-0.007055854,-0.013694333,-0.029293712
0.668,-0.006878469,-0.004488987,-0.005057183,-0.005075869,-0.006683378,-0.013242013,-0.028301139
0.672,-0.007049555,-0.004461748,-0.004445828,-0.005490869,-0.006895213,-0.012721656,-0.028626027
0.676,-0.006787773,-0.004686924,-0.004351992,-0.005509255,-0.006709857,-0.012935846,-0.026927396
0.68,-0.006317803,-0.004674212,-0.004134464,-0.005782419,-0.00639034,-0.012441948,-0.026142035
0.684,-0.006035409,-0.004634262,-0.005209311,-0.004870995,-0.006303841,-0.011674642,-0.02489876
0.688,-0.006272455,-0.004612471,-0.004526868,-0.00461753,-0.007147649,-0.012338633,-0.02553063
0.692,-0.006552788,-0.004666949,-0.003891344,-0.004890695,-0.005911947,-0.011863634,-0.024064794
0.696,-0.005983877,-0.00467966,-0.004374741,-0.00525973,-0.005668338,-0.011190824,-0.024192703
0.7,-0.005864323,-0.005015608,-0.004115981,-0.005589365,-0.005998447,-0.011355876,-0.02364781
0.704,-0.005643767,-0.004158487,-0.004295122,-0.004107974,-0.006464482,-0.010694406,-0.022054065
0.708,-0.006274516,-0.00441635,-0.004064798,-0.004839476,-0.005269383,-0.01081284,-0.022128252
0.712,-0.006033347,-0.004567072,-0.003965275,-0.004672689,-0.005327637,-0.010756143,-0.021184284
0.716,-0.005757137,-0.004345529,-0.003712203,-0.004161818,-0.005009886,-0.00968645,-0.02021985
0.72,-0.005116081,-0.003553782,-0.003875704,-0.004209097,-0.005851928,-0.009576835,-0.01985403
0.724,-0.004951179,-0.004837646,-0.0038885,-0.0039228,-0.004838653,-0.00947604,-0.020058685
0.728,-0.004114302,-0.003931496,-0.003781869,-0.00502465,-0.005546533,-0.00969653,-0.01962891
0.732,-0.005081039,-0.003132485,-0.003867174,-0.004396897,-0.005331168,-0.009542817,-0.018633779
0.736,-0.005726218,-0.004178463,-0.003817413,-0.004903828,-0.004826296,-0.008704954,-0.018329355
0.74,-0.005025385,-0.004625182,-0.00356434,-0.00400291,-0.004264934,-0.008619278,-0.017659112
0.744,-0.005460313,-0.004256548,-0.003403682,-0.004266882,-0.003880102,-0.008698654,-0.017646321
0.748,-0.005095468,-0.004419982,-0.003561497,-0.004265568,-0.004720378,-0.008759131,-0.017894465
0.752,-0.004889341,-0.003575573,-0.003990867,-0.002979857,-0.004436167,-0.008263973,-0.017040033
0.756,-0.005349005,-0.003873386,-0.003417899,-0.004224856,-0.004166078,-0.008415167,-0.015888852
0.76,-0.004938811,-0.003205122,-0.003388042,-0.003972705,-0.00488102,-0.008221135,-0.015083026
0.764,-0.004895524,-0.003143381,-0.003231649,-0.004021296,-0.004960458,-0.008721333,-0.016794448
0.768,-0.004215304,-0.003332238,-0.003274302,-0.003247768,-0.005147578,-0.007263578,-0.015832572
0.772,-0.005109897,-0.003386716,-0.004226878,-0.003682467,-0.004646236,-0.00788725,-0.014660926
0.776,-0.005429394,-0.004182095,-0.002877632,-0.00371136,-0.00500812,-0.007342954,-0.013722074
0.78,-0.00540672,-0.003689977,-0.003571449,-0.003123005,-0.004178435,-0.007147663,-0.01332044
0.784,-0.0043699,-0.003016265,-0.002944455,-0.003522246,-0.00463741,-0.007044348,-0.013302533
0.788,-0.004120486,-0.002907309,-0.003056774,-0.003501233,-0.004211976,-0.007414771,-0.013192531
0.792,-0.005297473,-0.003016265,-0.003107957,-0.003468401,-0.004459116,-0.006808738,-0.01332044
0.796,-0.004514189,-0.004603391,-0.002911755,-0.003854508,-0.004383209,-0.006948592,-0.013379278
0.8,-0.004728561,-0.002711189,-0.003335438,-0.003351518,-0.004505013,-0.006807478,-0.012002978
0.804,-0.004106057,-0.00284012,-0.002215094,-0.003322626,-0.003811255,-0.005936857,-0.012066932
0.808,-0.004017422,-0.003237809,-0.002856306,-0.0033003,-0.004362025,-0.006253103,-0.012151352
0.812,-0.005093407,-0.003561045,-0.003100848,-0.00432598,-0.004231394,-0.006563049,-0.012084839
0.816,-0.004578088,-0.002876438,-0.002199455,-0.003410616,-0.004114885,-0.00587134,-0.011427387
0.82,-0.00485636,-0.002905493,-0.002816497,-0.003232009,-0.003920703,-0.005989774,-0.010923426
0.824,-0.004448228,-0.002876438,-0.003088052,-0.003377784,-0.00347232,-0.005827242,-0.010841564
0.828,-0.003759763,-0.002845568,-0.002431201,-0.003253021,-0.003009815,-0.005213649,-0.010913193
0.832,-0.004035973,-0.002934548,-0.003140657,-0.003385664,-0.002665584,-0.00585244,-0.010744353
0.836,-0.003934971,-0.002582257,-0.002675743,-0.002629208,-0.003177517,-0.005682348,-0.009810618
0.84,-0.004266836,-0.003800749,-0.003362451,-0.003347578,-0.002769736,-0.005768024,-0.009741547
0.844,-0.00415965,-0.002326211,-0.002593281,-0.00319261,-0.003389352,-0.005663449,-0.010255741
0.848,-0.004551292,-0.002989026,-0.002426936,-0.003162404,-0.003541167,-0.005379961,-0.00989248
0.852,-0.003800988,-0.003401243,-0.002375753,-0.003087547,-0.003417596,-0.00541272,-0.009455031
0.856,-0.003724721,-0.003265048,-0.002412718,-0.002612135,-0.002847409,-0.005013318,-0.0094141
0.86,-0.004073076,-0.002939996,-0.002341631,-0.002647594,-0.003175752,-0.004607616,-0.008759206
0.864,-0.003871071,-0.002983579,-0.002070075,-0.002713259,-0.003295792,-0.005136792,-0.009580382
0.868,-0.003621657,-0.002832856,-0.003197527,-0.0028656,-0.002782093,-0.005350983,-0.008349898
0.872,-0.003436143,-0.003423034,-0.002652995,-0.002587183,-0.003286965,-0.005122933,-0.008961302
0.876,-0.003753579,-0.003867938,-0.002415562,-0.003347578,-0.003500565,-0.004452642,-0.00806594
0.88,-0.003906113,-0.002520516,-0.002287604,-0.002589809,-0.003015111,-0.004923862,-0.008245012
0.884,-0.003394917,-0.002722084,-0.002198033,-0.002744778,-0.003627666,-0.004612655,-0.007966171
0.888,-0.003986503,-0.002978131,-0.002709865,-0.003229382,-0.003382291,-0.004915042,-0.008280827
0.892,-0.003287731,-0.002055637,-0.0027383,-0.002633148,-0.002741491,-0.00472857,-0.008352456
0.896,-0.003063052,-0.002304419,-0.002307509,-0.003520933,-0.003009815,-0.004636594,-0.007641282
0.9,-0.003337202,-0.001278417,-0.002634512,-0.002409889,-0.002164242,-0.00451438,-0.007139879
0.904,-0.002887844,-0.003294103,-0.001541183,-0.002405949,-0.003089253,-0.004603836,-0.007625933
0.908,-0.003390795,-0.002734796,-0.0031108,-0.002206328,-0.002310761,-0.004477841,-0.007211508
0.912,-0.003955584,-0.002467853,-0.002419827,-0.002746091,-0.002623217,-0.004156556,-0.008337107
0.916,-0.003081604,-0.00189765,-0.002637356,-0.002639714,-0.00254731,-0.00383401,-0.007313835
0.92,-0.003918481,-0.002264469,-0.002125524,-0.002750031,-0.002720308,-0.003730695,-0.006262423
0.924,-0.002966172,-0.002742059,-0.00150706,-0.002639714,-0.002850939,-0.004190574,-0.007702678
0.928,-0.003631964,-0.002262653,-0.002480963,-0.002688306,-0.002402556,-0.004082219,-0.00695569
0.932,-0.003176422,-0.002843752,-0.002134054,-0.00217087,-0.00267088,-0.003807551,-0.006940341
0.936,-0.003481491,-0.002142801,-0.002408453,-0.002031661,-0.002635574,-0.003870548,-0.006830339
0.94,-0.003508287,-0.001810486,-0.002542098,-0.002748718,-0.002741491,-0.003776052,-0.006323819
0.944,-0.002729126,-0.002088323,-0.001937852,-0.002851154,-0.002739726,-0.004693292,-0.006684523
0.948,-0.002568347,-0.002458774,-0.002192346,-0.002078939,-0.001963,-0.003801251,-0.006428705
0.952,-0.003157871,-0.002429719,-0.001534074,-0.001765063,-0.003133385,-0.004131357,-0.006495217
0.956,-0.00330216,-0.002843752,-0.001616536,-0.002491313,-0.002015958,-0.004093558,-0.004909146
0.96,-0.002863109,-0.001774167,-0.002338787,-0.002535964,-0.002196018,-0.003662658,-0.006635917
0.964,-0.002879599,-0.002480565,-0.002347318,-0.002335031,-0.002699124,-0.003646278,-0.005684275
0.968,-0.003114584,-0.001539911,-0.00146583,-0.002197135,-0.002835052,-0.003403109,-0.005407991
0.972,-0.003821601,-0.003179699,-0.001609427,-0.002400696,-0.002118345,-0.003114582,-0.004829843
0.976,-0.002475589,-0.002547755,-0.001568196,-0.002612135,-0.00181295,-0.003778572,-0.005888929
0.98,-0.002539489,-0.002969051,-0.001866764,-0.001834667,-0.002956856,-0.003430828,-0.005612646
0.984,-0.003122829,-0.003775325,-0.002053014,-0.001797895,-0.002455515,-0.003734474,-0.005410549
0.988,-0.003007398,-0.001476354,-0.001268206,-0.003099366,-0.002167773,-0.003217897,-0.005807067
0.992,-0.002815699,-0.001935785,-0.00220372,-0.002471613,-0.002623217,-0.003212857,-0.004944961
0.996,-0.00265492,-0.000922494,-0.002354426,-0.002034287,-0.001286895,-0.003685337,-0.004499838
